Price,Year,Kilometer,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Owner_ord,Transmission_bin,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Seller Type_Corporate,Seller Type_Individual,Drivetrain_FWD,Drivetrain_RWD,Model_te,Make_te,MaxPower_value,MaxPower_rpm,MaxTorque_value,MaxTorque_rpm,Engine_cc
505000,0.17085757736260918,1.1542982739700722,-0.6739405533221836,-0.6614957541736474,-0.635705831512801,0.0,-1.149683856217663,-0.4394166825467793,-0.904046019652053,-0.022043335708870272,-1.019124065747708,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,1.088932939588772,-0.022043335708870272,-0.022043335708870272,5.926449781913608,-5.675357030121967,0.6360047534293437,-0.42976162204605867,0.03599969584401341,-0.6199904778804485,-0.6385399138310827,1.1028044657097122,-0.979049107657152,1.6029074311637872,-0.7448136040697563
450000,-0.7212702800919405,0.7515339888130391,-0.662464590397986,-0.5488104501116681,-0.2630006295204954,0.0,-0.6732671202225975,1.575636656793574,-0.904046019652053,-0.022043335708870272,0.9812348011488895,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,-0.9183301961437986,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,-0.7903934000631109,-0.6713203942225989,-0.8408367638656623,-0.7373702543112758,-0.3919220460807786,-0.490491902557459,-0.6664650439722974
220000,-1.61339813754649,0.48633939776314083,-1.6034935501821928,-1.3000458105248638,-0.30027114971972596,0.0,-1.149683856217663,-0.4394166825467793,-0.904046019652053,-0.022043335708870272,-1.019124065747708,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,1.088932939588772,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,-0.8561919640262031,-0.5760867842857393,-0.7630302830831317,1.1028044657097122,-0.9517810423121624,1.184227564419538,-0.7463805752717054
799000,0.765609482332309,-0.4915656567333593,-0.662464590397986,-0.17319276990507018,-0.5984353113135704,0.0,-1.0135647887905015,-0.4394166825467793,-0.904046019652053,-0.022043335708870272,-1.019124065747708,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,1.088932939588772,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,-0.5556356198699681,0.06808371815931803,-0.7163463946136133,1.1028044657097122,-0.9500551786904174,1.3516995111172376,-0.7463805752717054
1950000,0.4682335298474591,0.5526380455256155,1.0359779223832652,0.46535728644614616,1.5259843400425714,0.0,0.2115068180539528,-0.4394166825467793,-0.904046019652053,-0.022043335708870272,0.9812348011488895,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,-0.9183301961437986,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,-1.5723152926263375,2.326871336810125,0.1753081419640509,0.003718620541093951,0.3106991517157912,-1.2894226703175722,0.7170957368968156,-0.992907742650558,1.127716982259508
675000,0.17085757736260918,0.6956773780731543,0.47365573909758063,-0.28587807396704956,-0.7847879123097232,0.0,-0.6052075865090166,-0.4394166825467793,-0.904046019652053,-0.022043335708870272,-1.019124065747708,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,1.088932939588772,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,0.03599969584401341,-0.673603525472394,-0.5762947292050581,1.1028044657097122,-0.8268309805817959,1.184227564419538,-0.47059364372865065
1898999,-0.4238943276070906,-0.17664707986160502,0.7949827009751147,0.06720254542715244,-1.179855426421567,0.0,-0.12879085051395114,1.575636656793574,1.1061383804166047,-0.022043335708870272,-1.019124065747708,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,1.088932939588772,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,0.20941689252772128,1.590313377358306,0.8242219248804935,0.6427607857044652,0.4054110005044198,-1.1603796893482579,0.4977945590759395
2650000,0.17085757736260918,0.7515339888130391,0.3566009172707647,0.39774610400895855,0.16188330075073293,0.0,-0.06073131680037036,1.575636656793574,1.1061383804166047,-0.022043335708870272,0.9812348011488895,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,-0.9183301961437986,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,-1.5723152926263375,-0.42976162204605867,0.03599969584401341,1.142529405778894,0.9331509979760364,-0.7373702543112758,1.130259224672782,-0.6998318359295836,0.5040624438837362
1390000,0.17085757736260918,0.12169683506953062,0.8867904043686958,0.34515962878003487,-0.8518748486683383,0.0,-0.12879085051395114,-0.4394166825467793,1.1061383804166047,-0.022043335708870272,-1.019124065747708,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,1.088932939588772,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,-0.16035848846449524,-0.06957985045073828,0.7619767402544689,0.2747258417002676,0.04298688842023872,-1.118511702673833,0.19536911709974875
575000,-0.4238943276070906,1.083027227625412,0.10872011810809562,0.40525845761309054,0.6016754391016536,0.0,-0.12879085051395114,-0.4394166825467793,-0.904046019652053,-0.022043335708870272,0.9812348011488895,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,-0.9183301961437986,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,0.03599969584401341,-0.7295136564077558,-0.685223802300601,-0.9673920943138993,-0.3194372236639424,-0.5742278759063089,-0.3327001779571232
591000,0.17085757736260918,-1.0623638646443843,-0.6854165162463812,-0.2558286595505217,-0.635705831512801,0.0,-0.4690885190818551,-0.4394166825467793,-0.904046019652053,-0.022043335708870272,-1.019124065747708,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,1.088932939588772,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,-0.6512671839196792,-0.5522878219856134,-0.7163463946136133,1.1028044657097122,-0.9355582142070502,1.184227564419538,-0.7463805752717054
459999,0.4682335298474591,-0.9874463926727879,-1.387745447207277,-1.420243468190975,-0.836966640588646,0.0,-1.6261005922127285,-0.4394166825467793,-0.904046019652053,-0.022043335708870272,-1.019124065747708,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,1.088932939588772,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,-0.8485232233662168,-0.7157667391749459,-0.9497658369612052,0.6427607857044652,-1.1095217880074573,1.3935674977916626,-1.056640873257642
1075000,0.765609482332309,-0.7179092401944475,0.47365573909758063,-0.28587807396704956,-0.7847879123097232,0.0,-0.6052075865090166,-0.4394166825467793,1.1061383804166047,-0.022043335708870272,-1.019124065747708,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,1.088932939588772,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,0.03599969584401341,-0.673603525472394,-0.3895591753269846,1.1028044657097122,-0.768843122648327,1.5191714578149373,-0.33113320675517405
1695000,0.765609482332309,-1.0433030034126727,0.7215365382602498,0.9461479171105914,0.8625690804962675,0.0,-0.12879085051395114,-0.4394166825467793,-0.904046019652053,-0.022043335708870272,0.9812348011488895,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,-0.9183301961437986,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,0.05003095244486933,-0.3746045773238334,0.15508619015072994,-0.9673920943138993,0.7678351125886009,-0.6998318359295836,0.4429505670077184
944999,0.17085757736260918,-0.3617197550905528,-0.7175492124341346,-0.6464710469653835,-0.9040535769472611,0.0,-0.4690885190818551,-0.4394166825467793,1.1061383804166047,-0.022043335708870272,-1.019124065747708,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,1.088932939588772,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,-0.5726367868121389,-0.6078526361341824,-0.3895591753269846,0.18271710569921817,-0.5006492797060329,-0.9091717693017083,-0.7463805752717054
569000,-0.1265183751222407,-1.3544094080380848,-1.3510223658498446,-1.262484042504204,-0.22573010932126486,0.0,-1.149683856217663,-0.4394166825467793,1.1061383804166047,-0.022043335708870272,-1.019124065747708,-0.0584063870042052,-0.03819874302737716,-0.04933836829662407,1.088932939588772,-0.022043335708870272,-0.022043335708870272,-0.16873508370083704,0.17620036848651066,0.6360047534293437,-0.42976162204605867,-0.705458403547849,-0.6753003460494641,-0.9497658369612052,1.1028044657097122,-1.1167702702491409,0.7655476976752886,-1.0582078444595913
